0,0,1,0,0,0,0,0,0,99
0,0,1,0,0,0,0,0,0,99
0,0,1,0,0,0,0,0,0,99
0,0,1,0,0,0,0,0,0,99
0,0,1,10,0,0,0,0,0,89
0,0,1,10,0,0,0,0,0,89
0,0,1,10,0,0,0,0,0,89
0,0,1,10,0,0,0,0,0,89
0,0,1,10,0,0,0,0,0,89
0,0,20,0,0,0,0,10,0,70
0,0,1,0,0,0,0,10,0,89
0,0,1,0,0,0,0,10,0,89
0,0,1,0,0,0,0,10,0,89
0,0,1,0,0,0,0,10,0,89
0,0,1,0,5,5,10,0,0,79
0,0,1,0,5,5,10,0,0,79
0,0,1,0,5,5,10,0,0,79
0,0,1,0,5,5,10,0,0,79
0,0,1,0,5,5,10,0,0,79
0,10,20,0,0,0,0,0,20,70
0,10,1,0,0,0,0,0,20,89
0,10,1,0,0,0,0,0,20,89
0,10,1,0,0,0,0,0,20,89
0,10,1,0,0,0,0,0,20,89
10,0,1,0,0,0,0,5,10,84
10,0,1,0,0,0,0,5,10,84
10,0,1,0,0,0,0,5,10,84
10,0,1,0,0,0,0,5,10,84
10,0,1,0,0,0,0,5,10,84
0,10,20,0,5,15,5,0,10,45
0,10,1,0,5,15,5,0,10,64
0,10,1,0,5,15,5,0,10,64
0,10,1,0,5,15,5,0,10,64
0,10,1,0,5,15,5,0,10,64
5,0,1,0,0,0,0,20,10,74
5,0,1,0,0,0,0,20,10,74
5,0,1,0,0,0,0,20,10,74
5,0,1,0,0,0,0,20,10,74
5,0,1,0,0,0,0,20,10,74
0,0,20,0,0,0,0,0,10,80
0,0,1,0,0,0,0,0,10,99
0,0,1,0,0,0,0,0,10,99
0,0,1,0,0,0,0,0,10,99
0,0,1,0,0,0,0,0,10,99
10,0,1,0,5,20,0,0,10,64
10,0,1,0,5,20,0,0,10,64
10,0,1,0,5,20,0,0,10,64
10,0,1,0,5,20,0,0,10,64
10,0,1,0,5,20,0,0,10,64
5,5,1,5,5,5,5,5,15,64
